VariableCode,RegionCode,YearCode,AggValue
rgdpe,COL,1957,54725.47656250000000000
rgdpo,COL,1957,55240.97265625000000000
pop,COL,1957,14.52006684318560000
emp,COL,1957,3.83716511726379000
avh,COL,1957,2248.99164590041000000
hc,COL,1957,1.54070961475372000
rgdpna,COL,1957,57798.14453125000000000
rconna,COL,1957,50951.37109375000000000
rdana,COL,1957,58345.44140625000000000
rnna,COL,1957,219491.37500000000000000
rkna,COL,1957,0.08477841317653660
rtfpna,COL,1957,0.86934381723403900
rwtfpna,COL,1957,0.84440672397613500
labsh,COL,1957,0.47573736310005200
irr,COL,1957,0.16272839903831500
delta,COL,1957,0.03296537324786190
xr,COL,1957,3.79771090037680000
pl_con,COL,1957,0.12605826556682600
pl_da,COL,1957,0.12086369842290900
pl_gdpo,COL,1957,0.12111191451549500
i_cig,COL,1957,0.00000000000000000
i_xm,COL,1957,0.00000000000000000
i_xr,COL,1957,0.00000000000000000
i_outlier,COL,1957,0.00000000000000000
i_irr,COL,1957,0.00000000000000000
pl_c,COL,1957,0.12840533256530800
pl_i,COL,1957,0.10615888983011200
pl_g,COL,1957,0.09899085015058520
pl_x,COL,1957,0.13863255083560900
pl_m,COL,1957,0.13428176939487500
pl_n,COL,1957,0.05312496423721310
pl_k,COL,1957,0.91258537769317600
rgdpe,COL,1958,54217.79296875000000000
rgdpo,COL,1958,55161.28515625000000000
pop,COL,1958,14.99346109529170000
emp,COL,1958,3.91934776306152000
avh,COL,1958,2238.61327813223000000
hc,COL,1958,1.55413401126862000
rgdpna,COL,1958,58373.44140625000000000
rconna,COL,1958,51846.97265625000000000
rdana,COL,1958,57269.96093750000000000
rnna,COL,1958,226571.17187500000000000
rkna,COL,1958,0.08739691972732540
rtfpna,COL,1958,0.85379159450531000
rwtfpna,COL,1958,0.80599164962768600
labsh,COL,1958,0.47573736310005200
rgdpna,COL,1982,193208.45312500000000000
rconna,COL,1982,180750.15625000000000000
rdana,COL,1982,207561.15625000000000000
rnna,COL,1982,691444.43750000000000000
rkna,COL,1982,0.28161349892616300
rtfpna,COL,1982,1.03787744045258000
rwtfpna,COL,1982,1.07283532619476000
labsh,COL,1982,0.47573736310005200
irr,COL,1982,0.12503357231617000
delta,COL,1982,0.03188048303127290
xr,COL,1982,64.08471666575000000
pl_con,COL,1982,0.25384035706520100
pl_da,COL,1982,0.26201042532920800
pl_gdpo,COL,1982,0.25986182689666700
i_cig,COL,1982,2.00000000000000000
i_xm,COL,1982,0.00000000000000000
i_xr,COL,1982,0.00000000000000000
i_outlier,COL,1982,0.00000000000000000
i_irr,COL,1982,0.00000000000000000
pl_c,COL,1982,0.25687360763549800
pl_i,COL,1982,0.29092779755592300
pl_g,COL,1982,0.22821231186389900
pl_x,COL,1982,0.35966730117797900
pl_m,COL,1982,0.34742778539657600
pl_n,COL,1982,0.22945208847522700
pl_k,COL,1982,1.18967294692993000
rgdpe,COL,1983,206795.23437500000000000
rgdpo,COL,1983,211167.81250000000000000
pop,COL,1983,28.71419000000000000
emp,COL,1983,8.29347324371338000
avh,COL,1983,2041.83714134459000000
hc,COL,1983,1.82737088203430000
rgdpna,COL,1983,196249.46875000000000000
rconna,COL,1983,181383.67187500000000000
rdana,COL,1983,207020.00000000000000000
rnna,COL,1983,722085.37500000000000000
rkna,COL,1983,0.29444518685340900
rtfpna,COL,1983,1.02819585800171000
rwtfpna,COL,1983,1.04363048076630000
labsh,COL,1983,0.47573736310005200
irr,COL,1983,0.12198926508426700
delta,COL,1983,0.03200703859329220
xr,COL,1983,78.85429999958330000
pl_con,COL,1983,0.25347840785980200
pl_da,COL,1983,0.26162815093994100
pl_gdpo,COL,1983,0.25908169150352500
i_cig,COL,1983,2.00000000000000000
i_xm,COL,1983,0.00000000000000000
i_xr,COL,1983,0.00000000000000000
i_outlier,COL,1983,0.00000000000000000
i_irr,COL,1983,0.00000000000000000
pl_c,COL,1983,0.25446739792823800
pl_i,COL,1983,0.29136398434639000
pl_g,COL,1983,0.24449467658996600
pl_x,COL,1983,0.33190369606018100
pl_m,COL,1983,0.34985801577568100
pl_n,COL,1983,0.22385990619659400
pl_k,COL,1983,1.00883388519287000
rgdpe,COL,1984,212205.98437500000000000
rgdpo,COL,1984,215569.92187500000000000
pop,COL,1984,29.33123800000000000
emp,COL,1984,8.37685966491699000
avh,COL,1984,2031.22741074223000000
hc,COL,1984,1.84042477607727000
rgdpna,COL,1984,202825.17187500000000000
rconna,COL,1984,186797.40625000000000000
rdana,COL,1984,208697.90625000000000000
rnna,COL,1984,752085.43750000000000000
rkna,COL,1984,0.30659788846969600
rtfpna,COL,1984,1.03447353839874000
rwtfpna,COL,1984,1.02419519424438000
labsh,COL,1984,0.47573736310005200
irr,COL,1984,0.11938131600618400
delta,COL,1984,0.03195728361606600
xr,COL,1984,100.81724166625000000
pl_con,COL,1984,0.24259272217750500
pl_da,COL,1984,0.25305819511413600
pl_gdpo,COL,1984,0.25162556767463700
i_cig,COL,1984,2.00000000000000000
i_xm,COL,1984,1.00000000000000000
i_xr,COL,1984,0.00000000000000000
i_outlier,COL,1984,0.00000000000000000
i_irr,COL,1984,0.00000000000000000
pl_c,COL,1984,0.24197418987751000
pl_i,COL,1984,0.29473096132278400
pl_g,COL,1984,0.24843899905681600
pl_x,COL,1984,0.33459430932998700
pl_m,COL,1984,0.34408733248710600
pl_n,COL,1984,0.21592682600021400
pl_k,COL,1984,0.88265484571456900
rgdpe,COL,1985,212867.50000000000000000
rgdpo,COL,1985,215325.81250000000000000
pop,COL,1985,29.95120100000000000
emp,COL,1985,8.60632228851318000
avh,COL,1985,2020.67281009180000000
hc,COL,1985,1.85357201099396000
rgdpna,COL,1985,209127.14062500000000000
rconna,COL,1985,190774.62500000000000000
rdana,COL,1985,207054.73437500000000000
rnna,COL,1985,777910.00000000000000000
rkna,COL,1985,0.31566682457923900
rtfpna,COL,1985,1.03607976436615000
rwtfpna,COL,1985,0.98704057931900000
labsh,COL,1985,0.47573736310005200
irr,COL,1985,0.10290876030921900
delta,COL,1985,0.03169313818216320
xr,COL,1985,142.31166666641700000
pl_con,COL,1985,0.21389013528823900
pl_da,COL,1985,0.22960330545902300
pl_gdpo,COL,1985,0.22856666147708900
i_cig,COL,1985,2.00000000000000000
i_xm,COL,1985,1.00000000000000000
i_xr,COL,1985,0.00000000000000000
i_outlier,COL,1985,0.00000000000000000
i_irr,COL,1985,0.00000000000000000
pl_c,COL,1985,0.21334183216095000
pl_i,COL,1985,0.29984349012374900
pl_g,COL,1985,0.21913273632526400
pl_x,COL,1985,0.33565932512283300
pl_m,COL,1985,0.34313073754310600
pl_n,COL,1985,0.21150216460228000
pl_k,COL,1985,0.74636369943618800
rgdpe,COL,1986,229907.90625000000000000
rgdpo,COL,1986,229038.20312500000000000
pop,COL,1986,30.57247800000000000
emp,COL,1986,8.92414188385010000
avh,COL,1986,2010.17305292876000000
irr,COL,1958,0.13995507359504700
delta,COL,1958,0.03189970180392270
xr,COL,1958,6.40114117484238000
pl_con,COL,1958,0.08529707044363020
pl_da,COL,1958,0.08378075063228610
pl_gdpo,COL,1958,0.08316260576248170
i_cig,COL,1958,0.00000000000000000
i_xm,COL,1958,0.00000000000000000
i_xr,COL,1958,0.00000000000000000
i_outlier,COL,1958,0.00000000000000000
i_irr,COL,1958,0.00000000000000000
pl_c,COL,1958,0.08709586411714550
pl_i,COL,1958,0.07879265397787090
pl_g,COL,1958,0.06538386642932890
pl_x,COL,1958,0.11537947505712500
pl_m,COL,1958,0.13428749144077300
pl_n,COL,1958,0.03979366645216940
pl_k,COL,1958,0.62584823369979900
rgdpe,COL,1959,57051.68750000000000000
rgdpo,COL,1959,58454.65234375000000000
pop,COL,1959,15.48306292888990000
emp,COL,1959,4.00329113006592000
avh,COL,1959,2228.28280316868000000
hc,COL,1959,1.56767535209656000
rgdpna,COL,1959,62282.60546875000000000
rconna,COL,1959,54519.75781250000000000
rdana,COL,1959,60246.85937500000000000
rnna,COL,1959,234500.09375000000000000
rkna,COL,1959,0.09012247622013090
rtfpna,COL,1959,0.88571935892105100
rwtfpna,COL,1959,0.82438635826110800
labsh,COL,1959,0.47573736310005200
irr,COL,1959,0.14647755026817300
delta,COL,1959,0.03092309646308420
xr,COL,1959,6.40114117484238000
pl_con,COL,1959,0.09366052597761150
pl_da,COL,1959,0.09142329543828960
pl_gdpo,COL,1959,0.09003036469221120
i_cig,COL,1959,0.00000000000000000
i_xm,COL,1959,0.00000000000000000
i_xr,COL,1959,0.00000000000000000
i_outlier,COL,1959,0.00000000000000000
i_irr,COL,1959,0.00000000000000000
pl_c,COL,1959,0.09541679173707960
pl_i,COL,1959,0.08423121273517610
pl_g,COL,1959,0.07365243136882780
pl_x,COL,1959,0.10496781766414600
pl_m,COL,1959,0.13746537268161800
pl_n,COL,1959,0.04254434257745740
pl_k,COL,1959,0.65106958150863600
rgdpe,COL,1960,60174.77734375000000000
rgdpo,COL,1960,61971.19921875000000000
pop,COL,1960,15.99025077703910000
emp,COL,1960,4.09365797042847000
avh,COL,1960,2218.00000000000000000
hc,COL,1960,1.58133471012115000
rgdpna,COL,1960,65859.65625000000000000
rconna,COL,1960,57507.50781250000000000
rdana,COL,1960,65033.74609375000000000
rnna,COL,1960,246020.43750000000000000
rkna,COL,1960,0.09450538456439970
rtfpna,COL,1960,0.90216904878616300
rwtfpna,COL,1960,0.85718452930450400
labsh,COL,1960,0.47573736310005200
irr,COL,1960,0.14860257506370500
delta,COL,1960,0.03034891001880170
xr,COL,1960,6.63500023733515000
pl_con,COL,1960,0.09708167612552640
pl_da,COL,1960,0.09497400373220440
pl_gdpo,COL,1960,0.09393699467182160
i_cig,COL,1960,0.00000000000000000
i_xm,COL,1960,0.00000000000000000
i_xr,COL,1960,0.00000000000000000
i_outlier,COL,1960,0.00000000000000000
i_irr,COL,1960,0.00000000000000000
pl_c,COL,1960,0.09892559051513670
pl_i,COL,1960,0.08866560459136960
pl_g,COL,1960,0.07711002230644230
pl_x,COL,1960,0.10400090366601900
pl_m,COL,1960,0.11999157816171600
pl_n,COL,1960,0.04412397742271420
pl_k,COL,1960,0.70295602083206200
rgdpe,COL,1961,64003.88671875000000000
rgdpo,COL,1961,65937.42968750000000000
pop,COL,1961,16.51487838435920000
emp,COL,1961,4.19889593124390000
avh,COL,1961,2213.15260427349000000
hc,COL,1961,1.59134590625763000
rgdpna,COL,1961,69705.50000000000000000
rconna,COL,1961,61470.60546875000000000
rdana,COL,1961,69990.39062500000000000
rnna,COL,1961,259385.64062500000000000
rkna,COL,1961,0.09961990267038350
rtfpna,COL,1961,0.91588133573532100
rwtfpna,COL,1961,0.88486623764038100
labsh,COL,1961,0.47573736310005200
irr,COL,1961,0.15332239866256700
delta,COL,1961,0.03016828000545500
xr,COL,1961,6.69999981780126000
pl_con,COL,1961,0.10266815125942200
pl_da,COL,1961,0.10098670423030900
pl_gdpo,COL,1961,0.09979013353586200
i_cig,COL,1961,0.00000000000000000
i_xm,COL,1961,0.00000000000000000
i_xr,COL,1961,0.00000000000000000
i_outlier,COL,1961,0.00000000000000000
i_irr,COL,1961,0.00000000000000000
pl_c,COL,1961,0.10420691967010500
pl_i,COL,1961,0.09582499414682390
pl_g,COL,1961,0.08589375764131550
pl_x,COL,1961,0.10766142606735200
pl_m,COL,1961,0.12651456892490400
pl_n,COL,1961,0.04624748602509500
pl_k,COL,1961,0.76796644926071200
rgdpe,COL,1962,67250.46093750000000000
rgdpo,COL,1962,69062.14062500000000000
pop,COL,1962,17.04989585916610000
emp,COL,1962,4.30683946609497000
avh,COL,1962,2208.31580243577000000
hc,COL,1962,1.60142040252686000
rgdpna,COL,1962,73088.52343750000000000
rconna,COL,1962,65941.80468750000000000
rdana,COL,1962,72790.96875000000000000
rnna,COL,1962,270663.31250000000000000
rkna,COL,1962,0.10348489880561800
rtfpna,COL,1962,0.92823660373687700
rwtfpna,COL,1962,0.88951653242111200
hc,COL,1986,1.86681318283081000
rgdpna,COL,1986,221306.87500000000000000
rconna,COL,1986,196609.84375000000000000
rdana,COL,1986,214023.51562500000000000
rnna,COL,1986,807386.68750000000000000
rkna,COL,1986,0.32730045914650000
rtfpna,COL,1986,1.05645465850830000
rwtfpna,COL,1986,0.98307013511657700
labsh,COL,1986,0.47573736310005200
irr,COL,1986,0.10684327781200400
delta,COL,1986,0.03133794292807580
xr,COL,1986,194.26141666666700000
pl_con,COL,1986,0.19867415726184800
pl_da,COL,1986,0.21283282339572900
pl_gdpo,COL,1986,0.21540485322475400
i_cig,COL,1986,2.00000000000000000
i_xm,COL,1986,1.00000000000000000
i_xr,COL,1986,0.00000000000000000
i_outlier,COL,1986,0.00000000000000000
i_irr,COL,1986,0.00000000000000000
pl_c,COL,1986,0.19796188175678300
pl_i,COL,1986,0.27564731240272500
pl_g,COL,1986,0.20581804215908100
pl_x,COL,1986,0.37541428208351100
pl_m,COL,1986,0.36089670658111600
pl_n,COL,1986,0.19799269735813100
pl_k,COL,1986,0.70862048864364600
rgdpe,COL,1987,230163.39062500000000000
rgdpo,COL,1987,231066.96875000000000000
pop,COL,1987,31.19541300000000000
emp,COL,1987,9.39193058013916000
avh,COL,1987,1999.72785427710000000
hc,COL,1987,1.88014888763428000
rgdpna,COL,1987,233188.67187500000000000
rconna,COL,1987,204361.75000000000000000
rdana,COL,1987,225191.98437500000000000
rnna,COL,1987,835627.62500000000000000
rkna,COL,1987,0.33977732062339800
rtfpna,COL,1987,1.06437611579895000
rwtfpna,COL,1987,0.98902595043182400
labsh,COL,1987,0.47573736310005200
irr,COL,1987,0.10518592596054100
delta,COL,1987,0.03117431327700610
xr,COL,1987,242.60750000000000000
pl_con,COL,1987,0.20429185032844500
pl_da,COL,1987,0.22158133983612100
pl_gdpo,COL,1987,0.22267852723598500
i_cig,COL,1987,2.00000000000000000
i_xm,COL,1987,1.00000000000000000
i_xr,COL,1987,0.00000000000000000
i_outlier,COL,1987,0.00000000000000000
i_irr,COL,1987,0.00000000000000000
pl_c,COL,1987,0.20355680584907500
pl_i,COL,1987,0.29437404870986900
pl_g,COL,1987,0.21177168190479300
pl_x,COL,1987,0.39196059107780500
pl_m,COL,1987,0.40331429243087800
pl_n,COL,1987,0.20124104619026200
pl_k,COL,1987,0.71588486433029200
rgdpe,COL,1988,236160.14062500000000000
rgdpo,COL,1988,238496.98437500000000000
pop,COL,1988,31.82252500000000000
emp,COL,1988,9.74868011474609000
avh,COL,1988,1989.33693064156000000
